is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
1,315,BEL,Online TA,H,No Deposit,0,2016-08-29
0,339,DEU,Groups,D,No Deposit,0,2017-03-18
1,150,PRT,Offline TA/TO,A,Non Refund,0,2015-11-04
0,46,BRA,Online TA,A,No Deposit,2,2016-11-23
1,50,USA,Online TA,A,No Deposit,0,2016-07-16
1,93,PRT,Groups,A,Non Refund,0,2015-11-09
1,98,DEU,Online TA,D,No Deposit,0,2016-05-04
0,58,FRA,Offline TA/TO,D,No Deposit,1,2016-11-23
0,35,OTHER,Offline TA/TO,A,No Deposit,1,2017-03-05
1,166,PRT,Offline TA/TO,A,Non Refund,0,2016-07-13
0,38,USA,Direct,F,No Deposit,1,2016-07-15
0,0,PRT,Direct,A,No Deposit,0,2016-01-13
0,13,PRT,Direct,D,No Deposit,0,2017-01-14
0,0,ITA,Online TA,A,No Deposit,0,2016-01-02
1,322,PRT,Offline TA/TO,A,No Deposit,0,2017-04-11
0,2,PRT,Direct,E,No Deposit,1,2017-08-18
0,0,CHE,Direct,F,No Deposit,0,2017-08-23
1,37,PRT,Offline TA/TO,A,No Deposit,0,2015-11-06
1,11,GBR,Online TA,A,No Deposit,1,2016-10-28
0,40,CHE,Online TA,A,No Deposit,1,2016-07-24
0,33,ESP,Corporate,C,No Deposit,0,2015-11-14
0,316,FRA,Online TA,A,No Deposit,2,2017-07-16
0,177,ROU,Offline TA/TO,A,No Deposit,1,2016-08-09
0,1,PRT,Corporate,A,No Deposit,0,2016-11-23
0,79,ROU,Online TA,D,No Deposit,1,2016-10-25
0,0,USA,Offline TA/TO,D,No Deposit,1,2015-08-29
1,11,FRA,Online TA,A,No Deposit,1,2016-08-02
0,103,GBR,Online TA,D,No Deposit,2,2016-08-10
0,58,DEU,Online TA,A,No Deposit,1,2017-01-27
0,13,USA,Online TA,D,No Deposit,0,2016-05-03
0,14,PRT,Online TA,A,No Deposit,2,2015-09-05
1,136,PRT,Groups,A,No Deposit,0,2015-05-29
0,1,OTHER,Online TA,K,No Deposit,1,2016-12-16
1,112,PRT,Offline TA/TO,A,No Deposit,0,2016-05-27
0,300,PRT,Online TA,A,No Deposit,2,2017-08-06
1,29,BRA,Online TA,D,No Deposit,2,2017-05-19
1,79,PRT,Offline TA/TO,A,No Deposit,2,2015-04-15
0,43,PRT,Direct,A,No Deposit,0,2016-01-04
0,43,ITA,Online TA,E,No Deposit,2,2016-03-29
0,160,GBR,Offline TA/TO,D,No Deposit,0,2016-07-07
0,27,FRA,Offline TA/TO,D,No Deposit,0,2016-10-19
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,84,ESP,Online TA,E,No Deposit,2,2017-05-27
1,159,ITA,Online TA,D,No Deposit,0,2017-02-01
0,1,PRT,Complementary,D,No Deposit,2,2015-10-17
0,4,PRT,Online TA,F,No Deposit,0,2016-10-31
0,157,CHE,Offline TA/TO,A,No Deposit,2,2016-09-01
0,57,IRL,Offline TA/TO,C,No Deposit,0,2016-04-12
0,0,PRT,Online TA,F,No Deposit,0,2016-07-11
1,326,MAR,Online TA,F,No Deposit,0,2017-01-08
0,100,PRT,Offline TA/TO,A,No Deposit,0,2015-08-21
0,82,BEL,Online TA,A,No Deposit,1,2016-07-07
0,291,ITA,Offline TA/TO,A,No Deposit,0,2016-09-22
0,129,GBR,Online TA,A,No Deposit,1,2016-07-11
0,2,FRA,Online TA,A,No Deposit,1,2016-02-04
1,165,ITA,Online TA,D,No Deposit,0,2016-12-03
1,6,PRT,Corporate,A,Non Refund,0,2015-09-15
1,10,FRA,Online TA,A,No Deposit,2,2017-02-20
1,314,PRT,Groups,A,Non Refund,0,2015-01-01
0,3,ESP,Online TA,G,No Deposit,0,2017-07-09
0,100,NLD,Online TA,A,No Deposit,1,2016-04-20
0,0,PRT,Direct,G,No Deposit,0,2017-05-08
1,5,PRT,Online TA,A,No Deposit,1,2015-08-08
0,62,GBR,Online TA,D,No Deposit,1,2016-09-29
1,33,ITA,Online TA,A,No Deposit,0,2016-04-07
1,94,ESP,Online TA,D,No Deposit,0,2017-05-31
0,6,PRT,Direct,D,No Deposit,0,2016-03-10
0,29,IRL,Online TA,A,No Deposit,1,2016-12-06
0,243,GBR,Offline TA/TO,A,No Deposit,0,2016-07-16
1,36,ESP,Online TA,E,No Deposit,0,2016-07-17
1,8,PRT,Groups,D,Non Refund,0,2015-10-07
0,0,PRT,Corporate,E,No Deposit,0,2016-10-20
1,2,RUS,Online TA,D,No Deposit,0,2016-04-23
1,189,PRT,Groups,A,No Deposit,0,2016-03-22
0,38,AUT,Online TA,D,No Deposit,1,2016-07-21
0,36,ITA,Corporate,D,No Deposit,0,2016-09-16
1,65,GBR,Online TA,D,No Deposit,0,2016-05-05
0,2,PRT,Online TA,D,No Deposit,0,2016-01-21
0,374,USA,Offline TA/TO,A,No Deposit,1,2017-08-15
0,167,PRT,Online TA,D,No Deposit,0,2017-07-30
1,41,RUS,Direct,F,No Deposit,0,2016-08-08
0,118,HUN,Offline TA/TO,A,No Deposit,0,2016-06-09
0,174,FRA,Online TA,A,No Deposit,1,2017-03-19
0,3,FRA,Online TA,A,No Deposit,2,2015-08-19
0,1,PRT,Direct,C,No Deposit,0,2015-09-12
1,137,PRT,Groups,A,Non Refund,0,2015-10-27
0,68,ESP,Direct,A,No Deposit,2,2017-07-13
0,16,PRT,Online TA,D,No Deposit,1,2016-03-31
0,337,GBR,Groups,D,No Deposit,0,2016-10-16
1,195,BRA,Online TA,A,No Deposit,1,2016-09-28
1,143,PRT,Online TA,A,No Deposit,2,2016-02-05
0,6,PRT,Online TA,A,No Deposit,2,2017-08-10
0,158,IRL,Online TA,D,No Deposit,2,2017-05-09
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
0,190,BRA,Online TA,A,No Deposit,2,2017-07-20
1,265,PRT,Groups,A,Non Refund,0,2015-07-30
1,50,PRT,Groups,A,Non Refund,0,2015-10-07
0,2,PRT,Direct,E,No Deposit,0,2016-04-02
0,0,GBR,Online TA,A,No Deposit,0,2017-04-22
0,5,ESP,Direct,G,No Deposit,2,2015-09-25
0,0,PRT,Online TA,A,No Deposit,1,2016-06-24
0,6,PRT,Corporate,A,No Deposit,0,2016-09-15
0,175,CHE,Online TA,A,No Deposit,2,2017-03-20
0,0,PRT,Direct,E,No Deposit,0,2016-05-14
1,219,PRT,Offline TA/TO,A,Non Refund,0,2015-11-20
0,49,ESP,Groups,A,No Deposit,1,2017-02-24
1,118,BRA,Online TA,A,No Deposit,1,2015-12-28
0,61,FRA,Online TA,A,No Deposit,0,2017-05-09
0,34,BRA,Groups,A,No Deposit,0,2017-01-19
0,201,GBR,Groups,C,No Deposit,0,2017-05-31
0,52,DEU,Online TA,D,No Deposit,0,2017-04-13
0,320,IRL,Direct,A,No Deposit,0,2017-06-10
0,120,PRT,Offline TA/TO,A,No Deposit,2,2015-08-27
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
1,215,IRL,Online TA,A,No Deposit,0,2016-11-28
0,143,ESP,Offline TA/TO,D,No Deposit,1,2015-08-04
0,1,POL,Online TA,D,No Deposit,0,2017-08-12
1,92,FRA,Online TA,D,No Deposit,1,2017-03-03
1,6,PRT,Online TA,A,No Deposit,1,2016-06-09
1,258,PRT,Offline TA/TO,A,Non Refund,0,2016-03-09
1,106,PRT,Online TA,A,No Deposit,0,2016-11-15
0,3,PRT,Corporate,A,No Deposit,1,2016-06-22
1,12,PRT,Corporate,E,No Deposit,0,2015-08-10
0,10,ESP,Online TA,D,No Deposit,1,2017-06-02
1,123,GBR,Online TA,D,No Deposit,1,2016-09-05
0,118,CHE,Offline TA/TO,A,No Deposit,0,2016-06-08
1,38,PRT,Corporate,A,Non Refund,0,2016-12-07
1,24,GBR,Online TA,E,No Deposit,1,2017-01-28
1,119,ESP,Online TA,E,No Deposit,1,2016-06-13
0,47,OTHER,Online TA,A,No Deposit,0,2016-03-11
1,134,PRT,Groups,A,No Deposit,0,2017-02-25
0,0,ESP,Direct,A,No Deposit,0,2015-11-18
0,89,ITA,Online TA,D,No Deposit,2,2017-08-19
0,5,GBR,Online TA,A,No Deposit,1,2016-08-21
0,273,PRT,Offline TA/TO,A,No Deposit,0,2015-07-19
1,105,ISR,Online TA,A,No Deposit,0,2017-06-01
0,5,ESP,Online TA,E,No Deposit,2,2017-08-27
1,95,PRT,Offline TA/TO,A,No Deposit,1,2016-03-21
0,2,FRA,Offline TA/TO,A,No Deposit,0,2015-09-22
0,89,DEU,Online TA,A,No Deposit,1,2015-11-20
1,112,PRT,Groups,A,No Deposit,0,2016-02-05
1,74,PRT,Groups,A,Non Refund,0,2016-01-21
0,39,GBR,Online TA,D,No Deposit,1,2016-04-05
1,93,ESP,Online TA,A,No Deposit,2,2017-02-16
0,32,FRA,Online TA,A,No Deposit,1,2015-10-22
1,313,PRT,Groups,A,Non Refund,0,2015-07-02
1,65,PRT,Groups,A,Non Refund,0,2017-03-21
0,100,PRT,Groups,A,No Deposit,1,2017-05-02
1,374,PRT,Groups,A,Non Refund,0,2017-05-05
1,221,PRT,Direct,C,No Deposit,2,2017-03-20
0,15,PRT,Online TA,A,No Deposit,0,2017-05-03
1,0,PRT,Offline TA/TO,D,No Deposit,0,2015-09-07
0,45,GBR,Online TA,D,No Deposit,1,2015-10-26
0,45,DEU,Online TA,A,No Deposit,0,2016-12-20
0,7,PRT,Direct,C,No Deposit,0,2015-12-25
1,224,AUS,Online TA,A,No Deposit,0,2016-08-13
0,53,GBR,Direct,D,No Deposit,2,2017-05-12
0,219,BEL,Online TA,G,No Deposit,0,2016-07-02
1,10,PRT,Aviation,D,No Deposit,0,2016-09-28
1,5,PRT,Groups,A,Non Refund,0,2017-05-05
0,34,FRA,Online TA,D,No Deposit,2,2017-08-15
0,25,GBR,Offline TA/TO,E,No Deposit,0,2017-02-27
0,22,ITA,Online TA,A,No Deposit,2,2015-09-07
1,40,ESP,Online TA,A,No Deposit,1,2016-10-25
0,48,ESP,Online TA,A,No Deposit,1,2017-08-07
0,188,PRT,Online TA,D,No Deposit,0,2016-05-08
1,110,BEL,Online TA,A,No Deposit,0,2017-01-19
1,273,PRT,Offline TA/TO,A,Non Refund,0,2015-12-18
0,1,NLD,Direct,A,No Deposit,1,2017-01-14
0,74,IRL,Offline TA/TO,D,No Deposit,0,2016-01-12
1,83,IRL,Online TA,A,No Deposit,1,2016-09-16
1,294,PRT,Groups,A,Non Refund,0,2015-07-02
0,15,ESP,Direct,D,No Deposit,1,2015-12-20
1,126,FRA,Online TA,E,No Deposit,0,2017-05-08
1,89,AUT,Online TA,D,No Deposit,0,2017-04-10
1,211,PRT,Online TA,A,No Deposit,0,2017-01-27
1,165,AUS,Online TA,A,No Deposit,0,2016-03-16
0,84,PRT,Groups,A,No Deposit,0,2015-11-30
0,9,PRT,Online TA,F,No Deposit,1,2016-02-29
0,60,FRA,Online TA,A,No Deposit,1,2016-06-24
0,9,ITA,Online TA,A,No Deposit,0,2017-01-06
0,129,NOR,Direct,A,No Deposit,1,2017-07-01
1,13,ITA,Online TA,C,No Deposit,1,2017-08-19
1,260,PRT,Offline TA/TO,A,Non Refund,0,2015-06-17
0,74,FRA,Online TA,E,No Deposit,2,2017-01-30
1,350,FRA,Online TA,D,No Deposit,1,2016-11-21
1,204,ITA,Online TA,D,No Deposit,0,2017-03-06
1,183,PRT,Groups,A,Non Refund,0,2016-03-16
0,2,GBR,Online TA,A,No Deposit,2,2016-08-30
0,42,DEU,Offline TA/TO,C,No Deposit,0,2016-04-14
0,115,PRT,Groups,A,No Deposit,0,2016-03-20
0,276,SWE,Groups,D,No Deposit,0,2017-04-29
1,164,PRT,Groups,A,Non Refund,0,2017-01-31
0,224,GBR,Groups,A,No Deposit,0,2016-05-30
1,238,PRT,Groups,A,Non Refund,0,2016-12-15
0,4,PRT,Direct,A,No Deposit,0,2017-05-04
0,152,GBR,Groups,E,No Deposit,0,2017-04-09
1,177,MAR,Online TA,A,No Deposit,1,2016-09-16
0,72,PRT,Groups,A,No Deposit,0,2015-10-31
0,203,GBR,Groups,A,No Deposit,0,2017-05-28
1,35,IRL,Online TA,A,No Deposit,0,2017-01-02
0,3,ESP,Online TA,E,No Deposit,1,2016-04-17
1,100,PRT,Offline TA/TO,A,Non Refund,0,2015-09-28
1,272,PRT,Groups,A,Non Refund,0,2015-12-18
1,99,DEU,Online TA,A,No Deposit,0,2017-04-06
1,339,PRT,Groups,A,Non Refund,0,2015-01-01
1,229,PRT,Groups,A,Non Refund,0,2016-11-25
1,119,PRT,Online TA,B,No Deposit,1,2016-02-04
0,211,CN,Online TA,F,No Deposit,2,2017-07-23
0,0,PRT,Direct,A,No Deposit,0,2015-08-19
1,365,OTHER,Online TA,D,No Deposit,2,2017-03-27
0,14,FRA,Online TA,D,No Deposit,2,2016-03-27
0,55,GBR,Online TA,D,No Deposit,2,2016-09-05
1,101,PRT,Direct,A,No Deposit,0,2017-06-28
1,45,BRA,Online TA,A,No Deposit,0,2016-02-03
0,177,PRT,Direct,F,No Deposit,1,2017-08-25
0,17,GBR,Online TA,A,No Deposit,0,2016-12-11
1,341,PRT,Groups,A,Non Refund,0,2015-07-02
1,65,PRT,Offline TA/TO,A,No Deposit,0,2016-01-29
1,349,PRT,Groups,A,Non Refund,0,2015-01-01
0,202,GBR,Groups,C,No Deposit,0,2017-05-29
1,54,PRT,Offline TA/TO,C,No Deposit,0,2016-03-16
1,63,DEU,Online TA,D,No Deposit,2,2016-10-05
1,275,PRT,Offline TA/TO,A,Non Refund,0,2015-01-30
1,61,PRT,Groups,A,Non Refund,0,2016-11-25
0,13,NLD,Online TA,A,No Deposit,0,2016-12-06
0,95,GBR,Offline TA/TO,A,No Deposit,0,2017-05-24
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-06
0,3,PRT,Online TA,A,No Deposit,2,2016-11-08
0,112,PRT,Online TA,A,No Deposit,1,2016-08-23
0,3,GBR,Complementary,F,No Deposit,0,2016-04-19
0,143,GRC,Online TA,A,No Deposit,1,2017-08-12
0,83,FRA,Offline TA/TO,D,No Deposit,0,2016-12-20
1,28,PRT,Direct,A,No Deposit,1,2017-02-03
1,267,PRT,Offline TA/TO,A,Non Refund,0,2015-06-17
0,80,GBR,Offline TA/TO,A,No Deposit,1,2016-11-27
1,63,PRT,Offline TA/TO,A,No Deposit,0,2015-08-20
0,29,FRA,Online TA,A,No Deposit,1,2016-08-09
0,0,PRT,Direct,A,No Deposit,0,2017-06-30
0,83,ESP,Groups,D,No Deposit,0,2015-09-25
0,273,GBR,Offline TA/TO,D,No Deposit,0,2015-10-08
0,2,PRT,Direct,D,No Deposit,2,2017-03-02
0,31,DEU,Offline TA/TO,A,No Deposit,0,2016-09-19
1,0,PRT,Offline TA/TO,A,No Deposit,0,2016-02-27
0,2,PRT,Online TA,A,No Deposit,0,2016-07-01
0,48,GBR,Online TA,A,No Deposit,2,2016-05-25
0,239,IRL,Online TA,A,No Deposit,2,2017-05-08
0,33,ESP,Online TA,D,No Deposit,2,2016-06-29
1,294,BRA,Online TA,A,No Deposit,0,2016-05-15
0,44,DEU,Offline TA/TO,A,No Deposit,0,2016-02-22
1,131,PRT,Groups,A,No Deposit,0,2016-09-23
0,20,GBR,Offline TA/TO,D,No Deposit,1,2015-10-21
0,108,PRT,Direct,D,No Deposit,2,2017-07-22
0,31,ESP,Corporate,C,No Deposit,0,2015-11-14
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
1,374,PRT,Groups,A,Non Refund,0,2016-09-20
0,5,PRT,Offline TA/TO,C,No Deposit,0,2017-05-23
0,7,ESP,Direct,D,No Deposit,0,2017-04-02
1,306,FRA,Online TA,A,No Deposit,2,2017-05-09
0,63,IRL,Online TA,D,No Deposit,1,2016-04-28
1,43,ESP,Online TA,B,No Deposit,0,2015-12-11
0,0,NLD,Direct,F,No Deposit,0,2016-06-17
1,279,IRL,Groups,A,No Deposit,0,2015-07-07
0,16,FRA,Offline TA/TO,A,No Deposit,0,2017-02-08
1,92,PRT,Groups,A,Non Refund,0,2015-12-10
0,26,NLD,Direct,A,No Deposit,0,2017-05-09
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,26,IRL,Online TA,A,No Deposit,2,2017-04-30
0,36,GBR,Groups,A,No Deposit,0,2016-10-24
0,219,PRT,Offline TA/TO,A,No Deposit,0,2015-09-05
1,344,PRT,Groups,A,Non Refund,0,2015-10-21
1,79,ITA,Online TA,D,No Deposit,0,2016-10-12
0,0,PRT,Online TA,G,No Deposit,0,2016-09-30
1,374,PRT,Groups,A,Non Refund,0,2015-10-14
0,129,ARG,Online TA,D,No Deposit,2,2017-01-06
0,1,RUS,Online TA,H,No Deposit,0,2015-07-27
1,205,PRT,Offline TA/TO,A,Non Refund,0,2016-01-19
0,47,NOR,Online TA,D,No Deposit,2,2016-09-07
0,4,ESP,Offline TA/TO,E,No Deposit,1,2016-02-29
0,34,GBR,Online TA,D,No Deposit,1,2017-03-13
0,139,PRT,Direct,A,No Deposit,1,2015-07-16
0,2,PRT,Direct,A,No Deposit,1,2017-01-26
1,374,PRT,Groups,A,Non Refund,0,2016-09-20
0,9,GBR,Offline TA/TO,D,No Deposit,0,2017-02-11
1,374,PRT,Groups,A,Non Refund,0,2015-10-12
0,237,DEU,Online TA,A,No Deposit,0,2015-09-17
0,10,PRT,Corporate,A,No Deposit,0,2017-07-07
1,83,DEU,Online TA,E,No Deposit,0,2017-02-09
0,128,GBR,Offline TA/TO,E,No Deposit,0,2015-10-20
1,207,FRA,Direct,A,No Deposit,0,2016-02-29
1,4,PRT,Offline TA/TO,A,No Deposit,0,2016-09-23
1,6,NLD,Online TA,D,No Deposit,0,2017-05-02
1,342,PRT,Groups,A,Non Refund,0,2015-01-01
1,97,IRL,Direct,A,No Deposit,2,2017-02-24
0,1,PRT,Direct,F,No Deposit,0,2017-01-22
1,105,DEU,Online TA,A,No Deposit,0,2016-07-11
1,164,PRT,Groups,A,Non Refund,0,2017-01-31
1,30,NLD,Online TA,E,No Deposit,1,2017-03-15
0,60,GBR,Online TA,A,No Deposit,0,2017-02-25
0,8,PRT,Online TA,A,No Deposit,0,2016-03-03
0,84,GBR,Online TA,A,No Deposit,0,2016-04-14
1,314,PRT,Groups,A,Non Refund,0,2016-11-25
0,0,PRT,Direct,D,No Deposit,0,2016-02-21
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
0,122,PRT,Online TA,A,No Deposit,2,2016-07-13
0,157,GBR,Offline TA/TO,A,No Deposit,1,2016-06-30
1,26,ESP,Online TA,D,No Deposit,0,2016-12-17
0,40,POL,Online TA,A,No Deposit,1,2015-10-09
0,12,PRT,Corporate,A,No Deposit,0,2017-07-12
1,93,PRT,Offline TA/TO,A,Non Refund,0,2017-01-03
0,90,FRA,Offline TA/TO,A,No Deposit,0,2017-04-20
1,2,PRT,Online TA,D,No Deposit,0,2016-02-18
1,23,PRT,Corporate,A,No Deposit,0,2016-09-06
0,219,PRT,Offline TA/TO,D,No Deposit,0,2015-09-05
0,26,EST,Online TA,H,No Deposit,0,2017-07-28
0,4,BEL,Online TA,D,No Deposit,1,2016-06-01
0,286,GBR,Offline TA/TO,E,No Deposit,1,2017-05-22
1,351,PRT,Groups,A,Non Refund,0,2015-10-21
1,18,FRA,Online TA,A,No Deposit,0,2016-05-23
0,1,PRT,Direct,A,No Deposit,1,2016-08-22
0,1,PRT,Online TA,D,No Deposit,1,2017-01-22
0,67,GBR,Online TA,A,No Deposit,1,2017-03-13
0,55,GBR,Online TA,E,No Deposit,1,2017-01-14
1,32,IRL,Online TA,D,No Deposit,0,2016-07-19
0,204,PRT,Offline TA/TO,A,No Deposit,0,2015-10-13
0,1,FRA,Online TA,A,No Deposit,1,2016-06-03
0,0,ESP,Online TA,D,No Deposit,0,2016-02-21
0,335,FRA,Offline TA/TO,A,No Deposit,0,2016-10-16
0,45,ESP,Online TA,D,No Deposit,1,2016-06-23
0,8,PRT,Corporate,C,No Deposit,0,2016-10-01
0,157,BEL,Online TA,D,No Deposit,2,2016-07-16
0,15,CHN,Online TA,D,No Deposit,2,2017-07-17
1,31,FRA,Online TA,E,No Deposit,1,2017-07-02
1,229,PRT,Online TA,A,No Deposit,1,2015-12-19
0,0,PRT,Online TA,D,No Deposit,0,2017-01-09
0,104,GBR,Offline TA/TO,E,No Deposit,0,2017-08-20
1,217,PRT,Offline TA/TO,C,No Deposit,2,2015-02-27
0,7,PRT,Online TA,C,No Deposit,2,2016-03-27
0,1,FRA,Online TA,A,No Deposit,0,2015-08-11
0,307,ITA,Online TA,A,No Deposit,1,2017-08-16
1,85,BRA,Online TA,D,No Deposit,0,2016-03-21
1,140,BEL,Online TA,E,No Deposit,1,2017-07-30
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,92,GBR,Online TA,A,No Deposit,1,2016-06-22
0,177,FRA,Online TA,A,No Deposit,1,2016-08-18
0,90,IRL,Online TA,G,No Deposit,0,2015-09-17
1,277,PRT,Groups,A,Non Refund,0,2016-03-29
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
1,88,PRT,Online TA,G,No Deposit,0,2016-06-15
0,2,IRL,Online TA,D,No Deposit,1,2017-08-05
1,125,PRT,Online TA,D,No Deposit,0,2017-08-03
1,214,PRT,Offline TA/TO,A,No Deposit,0,2015-06-09
0,374,DEU,Offline TA/TO,A,No Deposit,1,2017-08-27
1,170,FRA,Online TA,D,No Deposit,0,2017-02-22
1,69,FRA,Online TA,A,No Deposit,0,2016-07-04
1,19,SWE,Direct,A,No Deposit,1,2017-07-12
0,98,FRA,Groups,D,No Deposit,0,2015-11-26
0,192,FRA,Groups,A,No Deposit,0,2016-10-23
0,278,AUS,Direct,E,No Deposit,1,2017-01-17
0,4,PRT,Online TA,A,No Deposit,2,2016-11-22
0,10,DEU,Offline TA/TO,D,No Deposit,0,2015-10-26
1,23,BRA,Online TA,A,No Deposit,2,2016-11-03
1,249,PRT,Online TA,A,Non Refund,0,2016-03-07
1,333,PRT,Offline TA/TO,A,Non Refund,0,2015-11-11
0,32,FRA,Offline TA/TO,D,No Deposit,0,2015-11-22
1,193,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
0,28,IRL,Online TA,D,No Deposit,2,2017-05-19
0,7,ISR,Groups,A,No Deposit,0,2015-09-03
0,21,PRT,Direct,A,No Deposit,1,2016-03-13
0,178,POL,Online TA,D,No Deposit,2,2017-08-26
1,129,PRT,Offline TA/TO,A,No Deposit,0,2015-09-17
0,73,PRT,Direct,E,No Deposit,1,2015-07-31
0,0,PRT,Online TA,B,No Deposit,0,2015-08-07
0,34,PRT,Direct,F,No Deposit,2,2017-08-31
1,112,PRT,Offline TA/TO,A,No Deposit,1,2016-06-02
0,9,GBR,Groups,C,No Deposit,0,2016-09-19
1,327,PRT,Groups,A,Non Refund,0,2015-07-02
1,328,PRT,Direct,A,No Deposit,0,2015-01-02
1,157,PRT,Online TA,A,No Deposit,1,2016-09-02
0,3,IRL,Direct,D,No Deposit,0,2017-02-20
1,131,ITA,Offline TA/TO,A,No Deposit,0,2015-08-01
0,0,PRT,Complementary,D,No Deposit,2,2016-01-08
0,197,DEU,Groups,D,No Deposit,0,2016-05-02
0,31,ESP,Direct,C,No Deposit,0,2016-12-30
0,18,GBR,Direct,A,No Deposit,0,2017-04-17
1,134,PRT,Groups,A,No Deposit,0,2017-02-25
1,9,PRT,Offline TA/TO,A,No Deposit,0,2015-09-05
0,0,PRT,Complementary,F,No Deposit,1,2016-06-22
0,0,PRT,Corporate,A,No Deposit,0,2016-01-05
0,4,PRT,Online TA,A,No Deposit,2,2016-09-16
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
0,183,PRT,Offline TA/TO,A,No Deposit,1,2016-09-11
1,98,PRT,Online TA,A,No Deposit,0,2015-07-06
1,27,ITA,Online TA,D,No Deposit,0,2016-04-04
1,160,IRL,Online TA,A,No Deposit,0,2016-07-19
1,93,PRT,Offline TA/TO,A,Non Refund,0,2016-08-11
1,299,IRL,Online TA,D,No Deposit,0,2017-01-28
1,88,ITA,Online TA,A,No Deposit,1,2017-01-27
1,108,PRT,Offline TA/TO,A,Non Refund,0,2015-12-29
1,112,ESP,Online TA,A,No Deposit,2,2016-11-23
1,200,NLD,Direct,D,No Deposit,0,2016-09-13
1,167,RUS,Online TA,A,No Deposit,2,2017-02-07
0,74,PRT,Offline TA/TO,A,No Deposit,0,2015-09-20
0,30,FRA,Online TA,A,No Deposit,1,2017-01-07
1,111,FRA,Online TA,F,No Deposit,0,2017-03-14
1,7,CHE,Online TA,A,No Deposit,1,2017-04-22
1,26,PRT,Offline TA/TO,A,No Deposit,0,2015-10-08
1,330,ISR,Online TA,F,No Deposit,1,2017-07-24
0,173,PRT,Offline TA/TO,D,No Deposit,0,2016-08-19
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
1,142,DEU,Online TA,A,No Deposit,2,2016-12-21
1,69,PRT,Online TA,F,No Deposit,0,2016-03-18
1,104,PRT,Groups,A,Non Refund,0,2017-01-31
0,0,ESP,Corporate,A,No Deposit,0,2016-06-21
1,28,USA,Online TA,D,No Deposit,1,2016-06-21
1,150,PRT,Offline TA/TO,A,Non Refund,0,2017-01-18
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,64,BRA,Online TA,D,No Deposit,2,2016-12-29
1,11,PRT,Online TA,A,No Deposit,0,2016-02-03
1,131,PRT,Groups,A,No Deposit,0,2016-09-23
0,68,PRT,Offline TA/TO,A,No Deposit,0,2015-08-28
0,122,BRA,Online TA,F,No Deposit,2,2016-06-05
0,5,PRT,Corporate,A,No Deposit,0,2016-06-01
0,14,PRT,Direct,D,No Deposit,1,2016-01-05
1,66,PRT,Groups,A,Non Refund,0,2017-02-02
0,2,CHN,Online TA,A,No Deposit,0,2016-02-06
1,182,GBR,Online TA,D,No Deposit,0,2017-02-22
1,181,PRT,Offline TA/TO,A,No Deposit,0,2016-10-11
1,279,PRT,Offline TA/TO,A,Non Refund,0,2016-05-05
0,2,PRT,Corporate,A,No Deposit,0,2016-04-14
0,36,FIN,Direct,F,No Deposit,2,2017-05-31
1,166,PRT,Offline TA/TO,A,Non Refund,0,2016-07-13
0,130,ITA,Complementary,D,No Deposit,2,2016-03-26
0,3,ESP,Offline TA/TO,E,No Deposit,0,2016-03-01
0,14,OTHER,Online TA,A,No Deposit,1,2015-09-18
1,135,SWE,Online TA,D,No Deposit,0,2016-06-20
0,61,FRA,Offline TA/TO,D,No Deposit,1,2016-11-26
1,298,PRT,Offline TA/TO,A,No Deposit,0,2016-05-04
0,6,PRT,Direct,A,No Deposit,1,2017-02-05
0,193,DEU,Offline TA/TO,A,No Deposit,0,2015-10-14
1,323,PRT,Groups,A,Non Refund,0,2016-07-21
1,21,PRT,Offline TA/TO,A,No Deposit,1,2015-09-07
1,229,DEU,Online TA,A,No Deposit,0,2016-01-18
0,16,PRT,Online TA,K,No Deposit,1,2015-10-08
0,0,GBR,Direct,A,No Deposit,0,2016-12-06
1,58,IND,Online TA,A,No Deposit,0,2016-10-26
0,0,GBR,Online TA,A,No Deposit,0,2016-06-02
0,73,FRA,Online TA,A,No Deposit,1,2017-02-23
0,178,FRA,Online TA,D,No Deposit,1,2016-08-06
0,59,USA,Online TA,D,No Deposit,2,2017-03-22
0,208,DEU,Groups,A,No Deposit,0,2017-05-26
1,141,BRA,Online TA,D,No Deposit,0,2016-11-21
0,35,ESP,Online TA,A,No Deposit,1,2016-12-06
0,31,FRA,Online TA,A,No Deposit,1,2017-03-24
1,35,ESP,Online TA,E,No Deposit,1,2017-07-28
0,320,USA,Offline TA/TO,A,No Deposit,1,2016-08-20
