hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,0,2017,February,5,4,1.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,88.0,0,0,Check-Out,2/6/2017
City Hotel,1,65,2016,May,22,23,1.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,94.5,0,0,No-Show,5/23/2016
City Hotel,0,47,2015,December,49,5,2.0,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Check-Out,12/8/2015
City Hotel,0,374,2017,July,28,12,0.0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,2,Check-Out,7/15/2017
City Hotel,0,105,2017,May,18,5,1.0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,85.0,0,0,Check-Out,5/8/2017
Resort Hotel,1,152,2017,May,22,30,2.0,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,134.44,0,1,Canceled,5/17/2017
City Hotel,0,44,2017,June,25,18,2.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,123.0,0,0,Check-Out,6/22/2017
Resort Hotel,0,29,2015,September,36,3,1.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,8.0,0,Contract,109.5,0,1,Check-Out,9/7/2015
City Hotel,1,117,2016,April,18,29,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,0,Transient,94.5,0,0,Canceled,1/4/2016
Resort Hotel,1,201,2016,June,27,30,2.0,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,142.0,0,2,Canceled,4/27/2016
City Hotel,0,5,2015,September,36,1,0.0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,96.0,0,0,Check-Out,9/4/2015
City Hotel,0,107,2016,June,24,10,0.0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,187.0,0,Transient-Party,120.0,0,0,Check-Out,6/11/2016
City Hotel,0,14,2015,September,37,7,1.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,111.33,0,1,Check-Out,9/10/2015
City Hotel,1,4,2016,August,34,20,0.0,1,2,0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,121.6,0,0,Canceled,8/17/2016
City Hotel,1,190,2016,April,15,9,1.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,70.0,0,0,Canceled,12/9/2015
City Hotel,1,44,2017,March,11,15,0.0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,23.0,0,Transient,110.0,0,0,Canceled,3/13/2017
Resort Hotel,0,1,2016,December,51,12,1.0,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,39.0,0,0,Check-Out,12/16/2016
Resort Hotel,0,7,2016,February,9,25,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,2/26/2016
City Hotel,0,1,2015,August,34,20,0.0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,8/21/2015
City Hotel,0,219,2015,September,36,4,1.0,2,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,76.67,0,0,Check-Out,9/7/2015
City Hotel,0,23,2017,August,32,12,2.0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,K,0,No Deposit,9.0,0,Transient,190.0,0,0,Check-Out,8/15/2017
Resort Hotel,0,145,2016,July,31,30,2.0,5,2,0,0,HB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,253.0,0,Transient,184.55,0,1,Check-Out,8/6/2016
City Hotel,0,91,2017,April,16,20,2.0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,135.0,0,0,Check-Out,4/25/2017
City Hotel,0,64,2016,April,17,17,2.0,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,195.75,0,1,Check-Out,4/22/2016
City Hotel,1,270,2017,July,27,7,0.0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,94.5,0,1,Canceled,3/27/2017
Resort Hotel,0,115,2016,November,47,17,1.0,3,2,0,0,BB,IRL,Groups,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,34.0,0,0,Check-Out,11/21/2016
City Hotel,0,161,2016,August,32,3,1.0,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,125.25,0,0,Check-Out,8/8/2016
City Hotel,1,111,2017,April,17,27,1.0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,0,Transient,120.0,0,0,Canceled,1/6/2017
City Hotel,1,147,2016,August,32,4,2.0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,188.42,0,0,Canceled,3/17/2016
Resort Hotel,1,270,2017,March,10,5,2.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient,55.8,0,0,Canceled,6/8/2016
Resort Hotel,1,137,2017,July,29,16,2.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,172.0,0,1,Canceled,3/14/2017
Resort Hotel,1,259,2015,September,38,17,0.0,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,33.3,0,0,Canceled,1/21/2015
City Hotel,1,123,2017,May,21,21,2.0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.0,0,0,Canceled,5/10/2017
City Hotel,0,1,2015,September,37,9,0.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,8.0,0,Transient,114.0,0,0,Check-Out,9/11/2015
Resort Hotel,1,1,2017,June,22,2,0.0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,348.0,0,Transient,105.0,0,0,Canceled,6/1/2017
Resort Hotel,0,0,2016,March,13,22,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,58.0,0,1,Check-Out,3/23/2016
City Hotel,0,374,2016,September,40,26,1.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,0,Transient-Party,107.0,0,0,Check-Out,9/29/2016
City Hotel,0,6,2016,May,20,9,1.0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,5/11/2016
City Hotel,0,91,2017,June,23,5,1.0,5,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,130.67,0,0,Check-Out,6/11/2017
Resort Hotel,0,113,2017,May,19,12,2.0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient,72.0,0,0,Check-Out,5/19/2017
City Hotel,1,66,2017,April,14,6,0.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,135.0,0,0,Canceled,2/3/2017
Resort Hotel,0,1,2017,June,24,13,0.0,1,2,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,6/14/2017
Resort Hotel,0,2,2015,December,52,26,0.0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,55.0,0,2,Check-Out,12/27/2015
City Hotel,0,27,2017,February,6,11,2.0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,108.8,0,2,Check-Out,2/18/2017
City Hotel,1,17,2017,February,9,26,2.0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30.0,0,Transient-Party,75.0,0,0,Canceled,2/9/2017
City Hotel,0,1,2017,February,6,9,0.0,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.0,0,2,Check-Out,2/12/2017
City Hotel,1,79,2017,April,15,9,2.0,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,99.0,0,0,Canceled,2/23/2017
Resort Hotel,0,40,2017,May,22,28,2.0,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,94.5,0,1,Check-Out,5/30/2017
City Hotel,1,265,2016,April,17,20,0.0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,0,Transient,101.0,0,0,Canceled,7/30/2015
Resort Hotel,1,60,2017,March,13,28,2.0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95.0,0,Transient,37.95,0,0,Canceled,2/14/2017
City Hotel,0,4,2015,November,46,14,2.0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0,Transient,81.0,0,1,Check-Out,11/17/2015
City Hotel,1,12,2016,December,50,10,0.0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,161.0,0,0,Canceled,11/29/2016
City Hotel,1,40,2016,December,51,16,1.0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,88.0,0,2,Canceled,11/28/2016
Resort Hotel,1,19,2016,August,33,13,2.0,3,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,195.75,0,0,Canceled,7/26/2016
Resort Hotel,0,140,2016,April,18,28,2.0,5,2,0,0,HB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,143.0,0,0,Check-Out,5/5/2016
City Hotel,0,193,2016,August,35,26,2.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.2,0,0,Check-Out,8/30/2016
City Hotel,1,103,2015,July,29,18,2.0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,0,Transient-Party,94.5,0,0,Canceled,7/16/2015
Resort Hotel,1,109,2017,April,17,29,1.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,94.5,0,0,Canceled,3/26/2017
City Hotel,0,159,2016,April,15,9,1.0,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0,Transient-Party,70.0,0,1,Check-Out,4/11/2016
Resort Hotel,0,138,2017,February,8,24,2.0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,37.8,0,1,Check-Out,2/28/2017
City Hotel,0,0,2016,June,26,23,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,126.0,0,0,Check-Out,6/24/2016
Resort Hotel,0,1,2017,February,6,10,0.0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,34.0,0,0,Check-Out,2/12/2017
City Hotel,0,74,2015,September,38,18,0.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,109.0,0,0,Check-Out,9/20/2015
City Hotel,0,156,2016,July,28,7,1.0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,100.63,0,0,Check-Out,7/11/2016
City Hotel,1,39,2015,August,33,14,0.0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,101.5,0,0,Canceled,7/6/2015
City Hotel,0,15,2015,September,37,11,2.0,2,2,0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,107.75,0,1,Check-Out,9/15/2015
City Hotel,0,8,2016,November,48,21,1.0,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,103.0,0,2,Check-Out,11/22/2016
City Hotel,0,33,2017,March,10,6,1.0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,0,Check-Out,3/11/2017
Resort Hotel,0,236,2015,October,42,13,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95.0,0,Transient,57.6,0,0,Check-Out,10/20/2015
Resort Hotel,0,108,2015,December,49,3,2.0,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,49.5,0,0,Check-Out,12/10/2015
City Hotel,0,109,2017,May,18,5,1.0,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,42.0,0,Transient,98.1,0,0,Check-Out,5/8/2017
City Hotel,1,281,2016,October,40,1,2.0,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,96.0,0,0,Canceled,9/20/2016
Resort Hotel,0,107,2015,July,31,31,2.0,4,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,94.5,0,2,Check-Out,8/6/2015
Resort Hotel,0,83,2015,October,43,21,0.0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,34.65,0,2,Check-Out,10/24/2015
City Hotel,1,0,2017,May,20,15,1.0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,12.0,0,0,Canceled,5/15/2017
City Hotel,0,245,2017,July,28,13,0.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,7/15/2017
City Hotel,0,91,2016,April,14,2,2.0,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,0,Transient,59.37,0,0,Check-Out,4/6/2016
City Hotel,1,65,2016,July,30,17,2.0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient-Party,94.5,0,1,Canceled,5/31/2016
Resort Hotel,0,31,2016,February,7,13,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,61.2,0,2,Check-Out,2/14/2016
City Hotel,0,53,2016,June,26,24,1.0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,65.0,0,1,Check-Out,6/27/2016
City Hotel,0,0,2016,March,10,1,0.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.0,0,0,Check-Out,3/2/2016
City Hotel,1,29,2017,August,33,18,0.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,0,Transient,195.75,0,1,Canceled,7/26/2017
Resort Hotel,0,26,2017,January,1,7,2.0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.5,0,1,Check-Out,1/11/2017
City Hotel,0,35,2016,September,40,25,2.0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,1,Check-Out,9/28/2016
City Hotel,0,83,2015,September,40,30,0.0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient-Party,94.5,0,0,Check-Out,10/1/2015
City Hotel,0,0,2016,May,21,17,0.0,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient,0.0,0,0,Check-Out,5/17/2016
City Hotel,0,1,2015,August,33,10,2.0,5,2,0,0,BB,ISR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,75.0,0,0,Check-Out,8/17/2015
Resort Hotel,0,374,2016,October,41,6,0.0,2,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,315.0,0,Transient-Party,54.0,0,0,Check-Out,10/8/2016
Resort Hotel,1,211,2017,July,29,17,3.0,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,152.5,0,1,Canceled,2/25/2017
City Hotel,0,10,2016,November,47,17,1.0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,78.63,0,0,Check-Out,11/21/2016
Resort Hotel,0,23,2017,August,32,11,0.0,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,195.75,0,2,Check-Out,8/12/2017
Resort Hotel,0,9,2016,October,43,21,0.0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0,Transient,90.0,0,2,Check-Out,10/23/2016
City Hotel,0,1,2016,June,26,22,0.0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,129.0,0,2,Check-Out,6/23/2016
City Hotel,1,81,2016,April,16,10,2.0,0,2,0,0,SC,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,0,Canceled,3/24/2016
Resort Hotel,0,29,2015,November,46,8,2.0,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,72.29,0,0,Check-Out,11/15/2015
City Hotel,0,1,2016,August,36,28,2.0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,94.5,0,1,Check-Out,8/30/2016
Resort Hotel,0,2,2017,February,6,10,0.0,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient,60.0,0,1,Check-Out,2/12/2017
City Hotel,1,215,2017,June,26,28,0.0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,110.0,0,0,Canceled,11/25/2016
City Hotel,1,221,2016,June,24,10,1.0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0,Transient,80.0,0,0,Canceled,11/17/2015
Resort Hotel,1,353,2017,June,26,30,2.0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,94.5,0,0,Canceled,2/9/2017
City Hotel,0,173,2017,March,11,17,1.0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,0,Check-Out,3/20/2017
City Hotel,1,132,2016,August,36,29,1.0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,0,Canceled,5/10/2016
City Hotel,0,196,2017,August,34,21,1.0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,135.0,0,2,Check-Out,8/25/2017
City Hotel,0,32,2016,April,18,27,0.0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,0,Transient,165.15,0,0,Check-Out,4/28/2016
City Hotel,0,316,2016,May,22,26,0.0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,0,Transient-Party,110.0,0,0,Check-Out,5/29/2016
Resort Hotel,0,152,2016,April,17,20,0.0,4,2,0,0,BB,IRL,Groups,Direct,0,0,0,A,C,0,No Deposit,14.0,0,Transient-Party,50.5,0,1,Check-Out,4/24/2016
City Hotel,1,224,2016,September,37,5,1.0,2,2,0,0,BB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,0,Transient,94.5,0,2,Canceled,3/2/2016
City Hotel,0,86,2015,September,37,9,0.0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14.0,0,Transient-Party,100.0,0,0,Check-Out,9/11/2015
City Hotel,1,38,2017,January,2,14,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,14.0,0,Transient,75.0,0,0,Canceled,12/7/2016
City Hotel,1,245,2016,July,28,6,2.0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,0,Transient,110.0,0,0,Canceled,2/23/2016
City Hotel,1,101,2017,July,29,20,0.0,3,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,136.5,0,1,Canceled,4/24/2017
City Hotel,0,180,2017,August,33,16,2.0,4,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,168.0,0,Transient,71.1,0,0,Check-Out,8/22/2017
City Hotel,0,135,2016,August,33,13,0.0,1,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.5,0,1,Check-Out,8/14/2016
City Hotel,0,57,2017,April,14,3,1.0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,2,Check-Out,4/7/2017
City Hotel,1,30,2017,June,26,27,0.0,2,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,113.5,0,1,Canceled,6/26/2017
Resort Hotel,0,7,2015,November,47,20,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,46.4,0,1,Check-Out,11/21/2015
Resort Hotel,0,2,2016,February,6,6,0.0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,0,Transient-Party,94.5,0,0,Check-Out,2/7/2016
City Hotel,0,81,2016,April,14,1,0.0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,0.0,0,0,Check-Out,4/3/2016
City Hotel,0,123,2016,April,16,12,0.0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient-Party,81.5,0,1,Check-Out,4/17/2016
Resort Hotel,1,114,2017,June,22,3,2.0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0,Transient,150.0,0,1,Canceled,2/9/2017
City Hotel,0,63,2016,February,8,15,1.0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0,Transient,65.66,0,1,Check-Out,2/19/2016
Resort Hotel,0,8,2016,August,35,26,2.0,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,141.91,0,1,Check-Out,8/30/2016
City Hotel,1,64,2017,January,2,8,2.0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,0,Canceled,11/6/2016
City Hotel,0,28,2017,March,13,30,0.0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,0,Transient,86.4,0,0,Check-Out,3/31/2017
City Hotel,0,337,2017,March,9,1,0.0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,71.1,0,2,Check-Out,3/3/2017
Resort Hotel,0,26,2016,November,49,30,1.0,4,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,38.62,0,1,Check-Out,12/5/2016
Resort Hotel,0,142,2017,May,20,18,2.0,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,0,Transient,84.8,0,0,Check-Out,5/25/2017
City Hotel,0,3,2016,July,29,14,0.0,1,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,85.0,0,Transient,75.0,0,1,Check-Out,7/15/2016
Resort Hotel,0,161,2016,July,31,28,2.0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0,Transient,125.0,0,1,Check-Out,8/4/2016
City Hotel,0,238,2017,March,13,28,0.0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,97.75,0,1,Check-Out,4/1/2017
City Hotel,1,12,2016,February,6,6,0.0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,109.0,0,0,Canceled,2/2/2016
City Hotel,0,3,2016,October,42,14,0.0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient-Party,90.0,0,0,Check-Out,10/16/2016
City Hotel,0,0,2016,October,41,3,1.0,0,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,14.0,0,Transient,170.0,0,0,Check-Out,10/4/2016
City Hotel,0,159,2016,August,33,8,3.0,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,97.75,0,0,Check-Out,8/16/2016
City Hotel,0,1,2016,April,15,6,0.0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,56.0,0,Transient-Party,92.0,0,0,Check-Out,4/7/2016
City Hotel,0,57,2017,March,11,16,0.0,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,3/19/2017
City Hotel,0,2,2016,October,41,4,0.0,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,134.75,0,1,Check-Out,10/6/2016
City Hotel,0,7,2017,May,22,31,0.0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,94.5,0,0,Check-Out,6/1/2017
Resort Hotel,0,75,2015,August,33,12,2.0,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,0,Transient,133.0,0,1,Check-Out,8/21/2015
